video,file,legible,fps,mst,r,t,s,b,dg,pr1,n,bw,bp,p,m,d,bps_em,bps_pr,bps_lp,bps_wp,slv_b,slv_pb,slv_pm,slv_ps,lim,spl,v1,vrm,gov,thk,tic,vd1,thp,spr,seg,note
2PLAYER-DEBUG1,05.png,True,6.6,151,94,7,0,6.2,22/1,12.0,2,8.4,27.1,17.3,0.5,44,13.6,12.0,16.6,37.1,2,50,4.1,4.3,LIM vp20.0 ds37 ss7 zf616k lg159k,SPL 36 37 0 0 k14 =73 tc1 bal0 h0.0 py17,,VRM tx8/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-569 sb0 L0 i16 ws480,THK n265 mo4 ph0 sm2 mv0 pt1 w1 dc0,TIC th5 s1 x5.0 v9.1 sp94% sc0 ca4a,VD1 fb0/0 MP1 w0 4ms g0 Q7 E37/96,THp n0/5 d0 x0 m0 s0 l0 b0 r32 g0,SPR fl0.0 n16/1 th4/0 td0/0/0 fb1 o1,SEG c257 f0 k0 lk0,row-2 terms sum 53.3 ms vs SPL =73 (19.7 under); wp37.1 is 10 ms above Bp27.1
2PLAYER-DEBUG1,06.png,True,9.7,103,64,7,0,6.1,13/2,7.7,2,7.2,24.3,12.3,0.4,35,7.2,7.8,10.2,23.4,5,42,8.5,5.2,LIM vp20.0 ds30 ss7 zf616k lg159k,SPL 15 35 0 0 k8 =50 tc1 bal0 h0.0 py9,,VRM tx11/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-90 sb0 L0 i16 ws480,THK n180 mo3 ph0 sm1 mv0 pt0 w1 dc0,TIC th4 s1 x3.4 v6.2 sp94% sc0 ca4a,VD1 fb0/0 MP1 w0 25ms g8 Q7 E37/96,THp n0/6 d0 x0 m0 s0 l1 b0 r11 g0,SPR fl0.0 n16/1 th3/0 td0/1/0 fb1 o1,SEG c257 f0 k0 lk0,
2PLAYER-DEBUG1,07.png,True,11.0,90,57,,0,5.0,3/1,7.6,2,6.3,19.5,13.7,0.5,33,5.9,7.4,6.3,18.7,8,56,8.4,7.7,LIM vp20.0 ds30 ss7 zf616k lg159k,SPL 11 33 0 0 k6 =44 tc1 bal0 h0.0 po3,,VRM tx11/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-873 sb0 L0 i16 ws480,THK n159 mo3 ph0 sm1 mv0 pt0 w1 dc0,TIC th4 s0 x3.0 v5.5 sp93% sc0 ca4a,VD1 fb0/0 MP1 w0 13ms g6 Q7 E37/96,THp n0/6 d0 x0 m0 s0 l0 b0 r22 g0,SPR fl0.0 n16/2 th3/0 td0/0/0 fb0 o1,SEG c257 f0 k0 lk0,row-1 T value sits under a white muzzle-flash and is unreadable -> field omitted
2PLAYER-DEBUG1,08.png,True,6.3,158,108,12,0,4.6,17/2,36.8,2,12.7,33.3,22.8,1.5,68,11.1,15.2,12.8,38.9,3,48,2.5,5.0,LIM vp29.0 ds49 ss7 zf616k lg159k,SPL 57 32 0 0 k23 =89 tc1 bal0 h0.0 pu12,,VRM tx17/26 bk6 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-166 sb0 L0 i16 ws480,THK n242 mo4 ph1 sm1 mv0 pt0 w1 dc0,TIC th9 s2 x4.5 v9.5 sp81% sc0 ca4a,VD1 fb0/0 MP1 w0 24ms g11 Q7 E37/96,THp n2/5 d0 x0 m0 s? l0 b0 r8 g0,SPR fl0.0 n15/1 th4/0 td0/0/0 fb2 o1,SEG c257 f0 k0 lk0,THp `s` digit hidden behind a white sprite block (marked s?); SLV row tail (w/mw) is over a bright sprite and only the b/Pb/Pm/Ps values were read with confidence
2PLAYER-DEBUG1,09.png,True,10.0,100,68,7,0,4.3,4/1,9.4,2,8.3,24.3,11.9,0.5,41,8.2,9.6,9.1,25.2,0,19,1.7,0.6,LIM vp20.0 ds30 ss7 zf616k lg159k,SPL 19 32 0 0 k9 =51 tc1 bal0 h0.0 po4,,VRM tx17/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-551 sb0 L0 i16 ws480,THK n175 mo3 ph1 sm0 mv1 pt0 w1 dc0,TIC th5 s1 x3.4 v6.0 sp100% sc0 ca4a,VD1 fb0/1 MP1 w0 22ms g10 Q7 E37/96,THp n2/5 d0 x0 m0 s0 l0 b0 r18 g0,SPR fl0.4 n15/1 th2/0 td0/0/0 fb0 o1,SEG c257 f0 k0 lk0,TIC v decimal point is covered by the yellow HUD ammo number; digits read 6 and 0 -> v6.0
2PLAYER-DEBUG1,10.png,True,8.2,121,80,6,0,3.9,14/1,7.4,2,12.3,33.4,21.8,0.6,56,10.4,9.8,10.9,27.8,6,33,10.6,7.1,LIM vp20.0 ds30 ss7 zf616k lg159k,SPL 34 32 0 0 k11 =66 tc1 bal0 h0.0 pu9,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-242 sb0 L0 i16 ws480,THK n192 mo4 ph0 sm1 mv0 pt0 w1 dc0,TIC th5 s1 x3.7 v7.2 sp90% sc0 ca4a,VD1 fb0/1 MP1 w0 17ms g8 Q7 E37/96,THp n2/5 d0 x0 m0 s0 l0 b0 r24 g0,SPR fl0.0 n15/1 th4/0 td0/0/0 fb2 o1,SEG c257 f0 k0 lk0,"row-0 line is drawn in red on this frame (and on 11/12) instead of white; TIC v decimal covered by HUD, digits 7 and 2 -> v7.2; row-2 terms sum 68.1 vs SPL =66"
2PLAYER-DEBUG1,11.png,True,7.9,126,87,11,0,3.8,6/1,12.8,2,10.3,27.9,21.9,1.1,55,9.4,11.6,8.0,27.9,9,51,12.7,11.2,LIM vp20.0 ds30 ss7 zf612k lg159k,SPL 32 33 0 0 k12 =65 tc1 bal0 h1.3 po6,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-513 sb0 L0 i16 ws480,THK n210 mo4 ph0 sm2 mv0 pt0 w1 dc0,TIC th7 s1 x4.1 v7.7 sp93% sc0 ca4a,VD1 fb0/1 MP1 w0 23ms g7 Q7 E37/96,THp n2/5 d0 x0 m0 s0 l0 b0 r29 g0,SPR fl0.0 n15/1 th4/0 td0/0/0 fb3 o1,SEG c257 f0 k0 lk0,
2PLAYER-DEBUG1,12.png,True,7.9,126,91,9,0,3.7,4/1,9.7,2,13.3,63.4,20.3,0.7,60,9.9,12.5,17.7,39.9,8,50,8.9,10.3,LIM vp29.0 ds33 ss7 zf612k lg159k,SPL 47 33 0 0 k12 =80 tc1 bal0 h0.0 po4,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-713 sb0 L0 i16 ws480,THK n202 mo7 ph0 sm5 mv2 pt0 w1 dc0,TIC th7 s1 x4.1 v7.7 sp93% sc0 ca4a,VD1 fb0/1 MP1 w0 16ms g7 Q7 E37/96,THp n2/5 d0 x0 m0 s0 l0 b0 r46 g0,SPR fl0.0 n15/1 th3/0 td0/0/0 fb2 o1,SEG c257 f0 k0 lk0,Bp63.4 re-checked at 6x zoom on the raw pixels: the glyph is unambiguously 6 (not 3). It is inconsistent with wp39.9 and makes the row-2 terms sum 97.7 ms against SPL =80 and against MST126
2PLAYER-DEBUG1,13.png,True,8.0,125,93,10,0,3.8,6/1,12.4,2,10.3,29.4,19.8,1.1,47,8.0,10.3,15.2,32.6,3,44,2.0,4.0,LIM vp20.0 ds30 ss7 zf612k lg159k,SPL 36 33 0 0 k12 =69 tc1 bal0 h1.4 po6,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-790 sb0 L0 i16 ws480,THK n202 mo4 ph1 sm1 mv1 pt0 w1 dc0,TIC th5 s0 x4.1 v7.5 sp95% sc0 ca4a,VD1 fb0/1 MP1 w0 13ms g5 Q7 E37/96,THp n2/5 d0 x0 m0 s0 l0 b0 r37 g0,SPR fl0.0 n15/1 th5/0 td0/0/0 fb2 o1,SEG c257 f0 k0 lk0,
2PLAYER-DEBUG2,00.png,True,8.9,112,79,5,0,3.7,5/1,10.6,2,9.6,28.8,17.5,1.0,48,8.5,9.8,12.2,29.0,8,49,10.8,8.7,LIM vp20.0 ds30 ss7 zf612k lg159k,SPL 29.3 21.0 0 0 k9 =61 tc1 bal0 h0.5 po5,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-507 sb0 L0 i16 ws480,THK n173 mo2 ph0 sm0 mv0 pt0 w1 dc0,TIC th2 s0 x?.? v?.? sp92% sc0 ca?a,VD1 fb0/1 MP1 w0 12ms g8 Q7 E37/96,THp n3/5 d0 x0 m0 s0 l1 b0 r46 g0,SPR fl0.0 n15/1 th4/0 td0/1/0 fb0 o1,SEG c257 f0 k0 lk0,row 0 partly clean; TIC x/v digits buried under HUD numbers. SPL second view time reads '21.0' but v0+v1 then falls ~10 ms short of the '=61' sum (see anomalies).
2PLAYER-DEBUG2,01.png,True,6.8,147,90,8,0,3.6,30/2,8.1,2,9.3,37.0,15.0,0.7,48,6.7,10.1,20.0,37.1,7,54,10.0,8.1,LIM vp20.0 ds30 ss7 zf608k lg126k,SPL 34.3 33.0 0 0 k7 =67 tc1 bal0 h0.0 pg25,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-66 sb0 L0 i16 ws480,THK n208 mo4 ph2 sm1 mv1 pt0 w1 dc0,TIC th6 s0 x4.4 v8 sp86% sc1 ca?a,VD1 fb0/1 MP1 w0 21ms g8 Q7 E37/96,THp n3/5 d0 x0 m0 s0 l0 b0 r16 g0,SPR fl0.0 n16/1 th2/0 td0/0/0 fb0 o1,SEG c257 f0 k0 lk0,row 0 fps digit sits under the red HUD text but reads 6.8; TIC v value only partly legible.
2PLAYER-DEBUG2,02.png,True,8.4,119,74,5,0,3.6,21/1,7.7,2,10.2,47.3,14.0,0.3,56,7.8,10.0,15.4,32.9,6,56,7.3,7.8,LIM vp20.0 ds30 ss7 zf608k lg126k,SPL 30.3 33.0 0 0 k9 =63 tc1 bal0 h6.4 py12,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-491 sb0 L0 i16 ws480,THK n177 mo3 ph1 sm0 mv0 pt0 w0 dc0,TIC th3 s0 x?.? v?.? sp90% sc0,VD1 fb0/1 MP1 w0 10ms g8 Q7 E37/96,THp n3/5 d1 x0 m0 s0 l3 b0 r12 g0,SPR fl0.0 n15/1 th3/0 td0/3/0 fb1 o1,SEG c257 f0 k0 lk0,Bp reads 47.3 — the leading digit is the least crisp glyph on the row; it is the only frame where row 2 sums OVER the SPL total and where wp is far from Bp.
2PLAYER-DEBUG2,03.png,True,7.5,,72,6,0,4.3,32/1,10.6,2,8.3,24.7,10.8,0.6,45,10.1,9.4,7.6,24.4,0,0,0.6,0.0,LIM vp20.0 ds30 ss7 zf604k lg122k,SPL 18.3 21.0 0 0 k11 =50 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-802 sb0 L0 i16 ws480,THK n199 mo3 ph1 sm0 mv0 pt0 w1 dc0,TIC th4 s0 x?.? v?.? sp91% sc0,VD1 fb0/1 MP1 w0 4ms g0 Q7 E37/96,THp n3/5 d1 x0 m0 s0 l0 b0 r27 g0,SPR fl0.0 n16/1 th3/0 td0/0/0 fb1 o1,SEG c257 f0 k0 lk0,"row 0 heavily washed by the red overlay: MST digits not readable, left absent (a-field also unreadable). P value straddles the split boundary; read 10.8. Slave fully idle this frame (b0%/Pb0%)."
2PLAYER-DEBUG2,04.png,True,8.6,116,61,5,0,5.0,22/1,8.7,2,6.5,18.7,12.9,0.5,29,9.1,7.6,7.6,20.5,5,52,6.9,6.8,LIM vp12.0 ds19 ss4 zf587k lg117k,SPL 16.2 9.0 0 0 k10 =45 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-538 sb0 L0 i16 ws480,THK n182 mo3 ph0 sm0 mv0 pt0 w1 dc0,TIC th3 s0 x?.? v?.? sp95% sc0,VD1 fb0/1 MP1 w0 4ms g0 Q13 E24/71,THp n3/5 d1 x0 m0 s0 l0 b0 r31 g0,SPR fl0.3 n17/1 th2/0 td0/0/0 fb0 o0,SEG c236 f0 k0 lk0,SPL second view time transcribed as 9.0 but a leading digit may be lost against the split seam (16.2+9.0 is 20 ms short of =45).
2PLAYER-DEBUG2,05.png,True,9.2,108,55,5,0,5.7,21/1,5.1,2,11.1,45.0,4.6,0.3,55,4.6,9.3,27.5,45.0,0,0,0.6,0.0,LIM vp19.0 ds40 ss5 zf586k lg117k,SPL 16.4 9.0 0 0 k5 =65 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-685 sb0 L0 i16 ws480,THK n159 mo3 ph1 sm0 mv0 pt0 w0 dc0,TIC th3 s0 x?.? v?.? sp91% sc0,VD1 fb0/1 MP1 w0 6ms g0 Q0 E0/0,THp n3/5 d0 x0 m0 s0 l0 b0 r10 g0,SPR fl0.0 n21/0 th1/0 td0/0/0 fb0 o0,SEG c410 f84 k12 lk0,VD1 shows Q0 E0/0 (no VDP1 emission this frame) while slave is idle b0%/Pb0%. SPL v1 digit likely truncated (16.4+9.0 vs =65).
2PLAYER-DEBUG2,06.png,True,8.3,120,67,6,0,6.1,21/1,9.2,2,6.1,14.7,8.1,0.6,26,8.1,6.9,6.3,18.1,4,61,3.2,4.9,LIM vp18.0 ds26 ss6 zf586k lg117k,SPL 16.2 10.0 0 0 k9 =38 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-147 sb0 L0 i16 ws480,THK n188 mo3 ph1 sm0 mv0 pt0 w1 dc0,TIC th4 s0 x?.? v?.? sp97% sc0,VD1 fb0/1 MP1 w0 14ms g0 Q10 E39/83,THp n2/5 d0 x0 m0 s0 l0 b0 r63 g0,SPR fl0.0 n12/0 th2/0 td0/0/0 fb1 o0,SEG c135 f3 k0 lk0,row 9 THp reads n2/5 (frames 00-05 read n3/5). SLV w5.1 mw2 — first frame with a non-zero slave wait.
2PLAYER-DEBUG2,07.png,True,8.3,120,64,6,0,6.7,22/2,9.1,2,8.8,24.1,14.3,1.0,41,9.2,8.1,9.3,24.2,5,45,9.9,6.5,LIM vp23.0 ds33 ss4 zf587k lg117k,SPL 17.3 35.0 0 0 k10 =52 tc1 bal0 h0.0 py17,,VRM tx18/26 bk1 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-105 sb0 L0 i16 ws480,THK n182 mo3 ph1 sm0 mv0 pt0 w1 dc0,TIC th3 s0 x?.? v?.? sp92% sc0,VD1 fb0/1 MP1 w0 16ms g0 Q14 E45/71,THp n2/5 d0 x0 m0 s0 l0 b0 r20 g0,SPR fl0.0 n24/1 th1/0 td0/0/0 fb0 o1,SEG c393 f0 k0 lk0,"SPL view times run together on screen ('17.335.0'); split as 17.3 / 35.0, which matches the =52 sum. VRM bk1 here (bk0 elsewhere)."
2PLAYER-DEBUG2,08.png,True,9.0,111,60,5,0,7.1,21/1,5.8,2,8.8,33.8,13.2,0.3,40,4.5,8.0,26.3,40.5,4,32,6.1,4.9,LIM vp13.0 ds31 ss4 zf604k lg117k,SPL 16.4 43.0 0 0 k5 =59 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-848 sb0 L0 i16 ws480,THK n169 mo3 ph1 sm0 mv0 pt0 w0 dc0,TIC th4 s0 x?.? v?.? sp92% sc0,VD1 fb0/1 MP1 w0 14ms g0 Q2 E6/93,THp n2/5 d0 x0 m0 s0 l0 b0 r15 g0,SPR fl0.0 n5/0 th1/0 td0/0/0 fb0 o0,SEG c477 f80 k11 lk0,SPL digits run together ('16.443.0'); split 16.4 / 43.0 matches the =59 sum.
2PLAYER-DEBUG2,09.png,True,9.8,102,48,5,0,7.6,21/1,6.4,2,5.5,19.5,9.7,0.3,30,6.3,5.7,7.8,17.2,5,61,6.1,5.9,LIM vp8.0 ds15 ss4 zf604k lg117k,SPL 16.3 20.0 0 0 k7 =36 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-804 sb0 L0 i16 ws480,THK n155 mo3 ph2 sm0 mv1 pt0 w0 dc0,TIC th4 s0 x?.? v?.? sp94% sc0,VD1 fb0/1 MP1 w0 9ms g0 Q7 E28/91,THp n2/5 d0 x0 m0 s0 l0 b0 r13 g0,SPR fl0.0 n2/0 th1/0 td0/0/0 fb0 o1,SEG c158 f14 k0 lk0,Fastest frame of the set; SPL 16.3+20.0 lands exactly on the =36 sum.
2PLAYER-DEBUG2,10.png,True,8.3,120,67,8,0,8.0,22/2,9.7,2,8.6,24.9,13.4,1.1,47,9.3,6.6,7.0,18.6,4,24,6.0,4.8,LIM vp10.0 ds20 ss4 zf604k lg122k,SPL 16.3 33.0 0 0 k11 =49 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-398 sb0 L0 i16 ws480,THK n188 mo4 ph2 sm1 mv1 pt0 w1 dc0,TIC th5 s0 x?.? v?.? sp95% sc0,VD1 fb0/1 MP1 w0 3ms g0 Q7 E33/90,THp n2/5 d0 x0 m0 s0 l0 b0 r36 g0,SPR fl0.8 n8/3 th2/0 td0/0/0 fb0 o0,SEG c184 f0 k0 lk0,"row-2 d47 with n2 gives 23.5 drawsegs/view, above the LIM ds20 on the same frame (see anomalies)."
2PLAYER-DEBUG2,11.png,True,7.9,126,72,5,0,8.1,22/1,8.9,2,9.0,20.6,19.4,1.0,41,7.9,8.1,6.3,20.6,4,27,2.0,5.2,LIM vp17.0 ds31 ss5 zf604k lg122k,SPL 16.3 38.0 0 0 k9 =54 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-853 sb0 L0 i16 ws480,THK n199 mo2 ph1 sm0 mv0 pt0 w1 dc0,TIC th3 s0 x?.? v?.? sp95% sc0,VD1 fb0/1 MP1 w0 4ms g0 Q5 E21/92,THp n2/5 d0 x0 m0 s0 l0 b0 r13 g0,SPR fl0.2 n25/1 th2/0 td0/0/0 fb0 o0,SEG c189 f0 k0 lk0,SLV w7.7 mw3 — the largest slave wait in the set. FMp hp field ends '4096!' with the trailing digit off the readable area.
2PLAYER-DEBUG2,12.png,True,7.0,142,88,5,0,8.4,22/1,9.6,2,12.0,29.1,19.9,1.5,59,8.8,12.4,8.5,28.7,4,30,2.2,5.9,LIM vp17.0 ds34 ss6 zf604k lg122k,SPL 29.3 38.0 0 0 k9 =67 tc1 bal0 h0.0 py17,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-356 sb0 L0 i16 ws480,THK n214 mo2 ph2 sm0 mv0 pt0 w1 dc0,TIC th3 s0 x?.? v?.? sp91% sc0,VD1 fb0/1 MP1 w0 5ms g0 Q5 E21/92,THp n2/5 d0 x0 m0 s0 l0 b0 r39 g0,SPR fl0.2 n25/1 th2/0 td0/0/0 fb0 o0,SEG c189 f0 k0 lk0,"Slowest frame of the set (7.0 fps, MST142); highest Bw (12.0), P (19.9) and drawsegs (d59)."
3PLAYER-DEBUG1,00.png,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"title-screen menu (id SOFTWARE logo); overlay shows pre-game idle state 15.0fps MST66, no n/row-2 stats, PLAYERS: 3 (START on pad 2 cycles) banner on row 23"
3PLAYER-DEBUG1,01.png,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,menu (WHICH EPISODE?)
3PLAYER-DEBUG1,02.png,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,menu (CHOOSE SKILL LEVEL)
3PLAYER-DEBUG1,03.png,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"loadscreen (black, overlay still pre-game: 5.2fps MST192, no row-2)"
3PLAYER-DEBUG1,04.png,True,6.5,153,117,9,0,4.0,5/2,15.2,3,14.4,42.4,22.7,1.8,75,11.7,17.3,14.2,44.3,3,17,3.9,4.0,LIM vp24.0 ds34 ss7 zf609k lg159k,SPL 28 35 28 4 k12 =95 tc1 bal0 h2.1 po5,,VRM tx4/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e22 sb0 L0 i0 ws480,THK n270 mo3 ph1 sm0 mv0 pt1 w1 dc0,TIC th6 s1 x5.0 v9.2 sp94% sc0 ca4a,VD1 fb0/0 MP1 w0 9ms g5 Q14 E26/89,THp n0/4 d0 x0 m0 s0 l0 b0 r35 g1,SPR fl10.4 n17/1 th3/0 td0/0/0 fb2 o1,SEG c318 f0 k0 lk0,"row0 to0:0000 cd0 ld196/40; row6 MX m1 1056,-3616 a64 t0s; GOV e reads e22 (only positive e in the run); this is the first in-game frame, VD1 fb0/0 and THp n0/4 differ from later frames (n?/6)"
3PLAYER-DEBUG1,05.png,True,7.7,129,93,9,0,5.7,4/2,8.2,3,15.4,30.3,15.7,0.7,57,26.9,12.5,44.0,65.0,0,35,0.7,0.6,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 9 33 79 8 k28 =129 tc1 bal0 h1.9 po4,,VRM tx7/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-198 sb0 L0 i16 ws480,THK n216 mo4 ph2 sm0 mv1 pt0 w1 dc0,TIC th7 s1 x4.0 v7.8 sp88% sc0 ca4a,VD1 fb0/1 MP1 w0 12ms g2 Q8 E16/91,THp n0/6 d0 x0 m0 s0 l0 b0 r18 g0,SPR fl10.0 n36/0 th3/0 td0/0/0 fb3 o0,SEG c251 f39 k0 lk0,"post-load frame: SPL views wildly unbalanced (9/33/79/8, k28) and BPS lp44.0/wp65.0 far above row-2 Bp30.3; SLV b0%/Pm0.7/Ps0.6 collapsed vs neighbours; row10 FMp 56/136/312; row22 GRD zw1796 (non-zero only here); GCS w31.5/39 m0.0/1 P162/0.5; 'bal0' partially under sprite but readable"
3PLAYER-DEBUG1,06.png,True,10.0,100,61,8,0,4.8,4/2,7.3,3,6.5,20.8,7.5,0.8,34,5.6,7.7,7.7,21.0,2,24,1.9,1.6,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 8 28 5 4 k6 =45 tc1 bal0 h1.9 po4,,VRM tx9/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-892 sb0 L0 i16 ws480,THK n178 mo4 ph2 sm0 mv1 pt0 w1 dc0,TIC th6 s1 x3.3 v6.0 sp97% sc0 ca4a,VD1 fb0/1 MP1 w0 7ms g3 Q0 E0/0,THp n0/6 d0 x0 m0 s0 l0 b0 r30 g0,SPR fl10.0 n2/0 th1/0 td0/0/0 fb0 o0,SEG c80 f2 k0 lk0,"fastest in-game frame (10.0 fps, MST100); row0 ld field truncated at right edge (reads ld196/4...); VD1 Q0 E0/0"
3PLAYER-DEBUG1,07.png,True,7.2,138,102,14,0,4.6,5/2,12.8,3,13.4,36.0,16.7,2.3,72,9.2,14.9,11.5,37.4,3,28,3.5,3.9,LIM vp24.0 ds44 ss7 zf609k lg159k,SPL 38 31 7 3 k25 =79 tc1 bal0 h2.0 po5,,VRM tx17/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-252 sb0 L0 i16 ws480,THK n243 mo5 ph3 sm0 mv1 pt1 w1 dc0,TIC th10 s2 x4.5 v8.3 sp93% sc0 ca4a,VD1 fb0/1 MP1 w0 23ms g6 Q0 E0/0,THp n0/6 d0 x0 m0 s0 l1 b0 r15 g0,SPR fl10.8 n2/1 th4/1 td0/1/0 fb? o0,SEG c80 f2 k0 lk0,SPR fb digit hidden under a sprite (left as '?'); LOS C+ En1/0 Wg2 P0 N0/0/8 F12 L0s/0; SPL third view only 7 ms while first is 38
3PLAYER-DEBUG1,08.png,True,6.6,151,111,13,0,4.5,5/2,16.3,3,13.6,39.0,21.2,2.7,72,11.9,16.0,18.4,46.3,3,,4.6,3.6,LIM vp20.0 ds35 ss7 zf609k lg159k,SPL 27 30 28 3 k13 =88 tc1 bal0 h2.1 po5,,VRM tx18/26 bk1 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-350 sb0 L0 i16 ws480,THK n268 mo4 ph2 sm0 mv1 pt1 w1 dc0,TIC th8 s1 x5.0 v9.2 sp94% sc0 ca4a,VD1 fb0/1 MP1 w0 15ms g11 Q3 E16/87,THp n0/6 d1 x0 m0 s0 l1 b0 r71 g0,SPR fl10.0 n11/1 th3/0 td0/1/0 fb0 o0,SEG c201 f34 k3 lk0,"SLV Pb value obscured by red HUD text (reads Pb1_%), left absent; VRM bk1 (only frame with bk non-zero)"
3PLAYER-DEBUG1,09.png,True,7.6,131,93,13,0,4.4,4/2,9.5,3,12.5,34.8,16.3,1.3,51,7.7,10.2,16.8,34.9,2,17,3.2,2.8,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 18 30 22 3 k9 =73 tc1 bal0 h1.3 po?,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-507 sb0 L0 i16 ws480,THK n227 mo7 ph5 sm0 mv1 pt0 w1 dc0,TIC th11 s2 x4.3 v7.8 sp95% sc0 ca4a,VD1 fb0/1 MP1 w0 10ms g5 Q4 E7/82,THp n1/6 d1 x0 m0 s0 l1 b0 r53 g0,SPR fl10.0 n15/2 th4/1 td0/1/0 fb4 o2,SEG c124 f48 k4 lk0,"SPL trailing p-field digit ambiguous under sprite overlap, left as '?'; row10 FMp 72/152/312 sk21"
3PLAYER-DEBUG1,10.png,True,6.1,163,98,17,0,5.2,23/2,15.0,3,14.9,40.3,16.2,1.0,64,10.0,11.8,9.6,30.8,2,21,3.4,3.4,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 26 31 16 3 k11 =76 tc1 bal0 h1.? p?1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-617 sb0 L0 i16 ws480,THK n271 mo6 ph3 sm1 mv2 pt1 w1 dc0,TIC th9 s1 x5.0 v9.8 sp87% sc0 ca4a,VD1 fb0/1 MP1 w0 17ms g0 Q6 E8/85,THp n1/6 d4 x0 m0 s0 l27 b0 r40 g0,SPR fl10.9 n16/5 th4/4 td0/27/0 fb2 o1,SEG c130 f3 k0 lk0,"row1 dg pre-count jumps to 23 (dg23/2), all other in-game frames are 4-10; THp l27 and SPR td0/27/0 (thing drops) spike here; SPL h and p fields sit under a sprite, digits marked '?'"
3PLAYER-DEBUG1,11.png,True,5.9,169,121,16,0,5.7,10/2,15.9,3,16.1,43.2,18.8,1.3,85,11.3,17.7,13.7,44.5,2,20,3.1,3.1,LIM vp27.0 ds37 ss7 zf609k lg151k,SPL 37 27 21 10 k16 =95 tc1 bal0 h6.4 po,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-647 sb0 L0 i16 ws480,THK n264 mo8 ph4 sm1 mv3 pt1 w1 dc0,TIC th10 s1 x5.0 v10.1 sp86% sc0 ca4a,VD1 fb0/1 MP1 w0 14ms g6 Q5 E16/97,THp n2/6 d4 x0 m0 s0 l5 b0 r21 g0,SPR fl10.2 n10/3 th5/1 td0/5/0 fb2 o0,SEG c173 f0 k0 lk0,"slowest in-game frame (5.9 fps, MST169, d85); SPL 4th slot = 10 ms (minimap normally 2-4) and h6.4; SPL p-value cut off at right edge; LIM lg151k (drops from 159k)"
